Deal Type,Announce Date,Target Name,Acquirer Name,Announced Total Value (mil.),Deal Status,Target Industry Sector,Acquirer Industry Sector,Target Sales/Revenue/Turnover,Acquirer Sales/Revenue/Turnover,Target Total Assets,Acquirer Total Assets
"INV",2016/6/22,"RARE Holdings Ltd","Mayfair Speculators Pty Ltd",8.02,"Completed","Materials","Unclassifiable",345.998,,272.085,
"AST",2001/7/24,"Delpen ppty","ApexHi Properties Ltd",4.50,"Completed","Real Estate","Real Estate",,,,
"M&A",2007/11/16,"Star Medical Botswana Ltd","Arovella Therapeutics Ltd",3.63,"Completed","Health Care","Health Care",,1.59981,,251.621
"M&A",2004/6/22,"Synovate South Africa Pty Ltd","Dentsu International Ltd",3.40,"Completed","Industrials","Communications",,77946.7,,282616
"INV",2004/3/8,"E-SAP Project Management & Consulting Pty Ltd","Maximum Dynamics Inc",3.54,"Completed","Industrials","Technology",,,,
"AST",2005/3/22,"Tawana's South African projects","Seven Falls Trading 155 Pty Ltd",3.24,"Completed","N.A.","Materials",,,,
"M&A",2001/9/4,"Ability - Inventory Optimization","Xponential Solutions",4.50,"Completed","Communications","Communications",,,,
"M&A",2013/2/10,"DiKgosi Gold Pty Ltd","Gorilla Gold Mines Ltd",4.70,"Completed","Materials","Materials",,,,1117.88
"INV",2006/4/1,"Quality Products Pty Ltd","Beige Holdings Ltd",3.24,"Completed","Consumer Staples","Consumer Staples",,478.074,,288.112
"AST",2020/4/24,"Temporary employment services & the training support services businesses","Primeserv Group Ltd",10.00,"Completed","Industrials","Industrials",,1096.37,,311.574
"M&A",2000/12/18,"Dynamic Cables S A Proprietary Ltd","Cape Empowerment Ltd",4.00,"Completed","Technology","Industrials",,199.347,,449.946
"M&A",2006/9/1,"Bushlands Game Lodge Pty Ltd","Gooderson Leisure Corp Ltd",3.75,"Completed","Consumer Discretionary","Consumer Discretionary",,150.33,,304.39
"M&A",2013/3/1,"Wearne Drilling and Blasting Pty Ltd","Private Investor",4.70,"Completed","Industrials","N.A.",,,,
"M&A",2002/8/29,"Skyservices Pty Ltd","Intertrading Ltd",5.49,"Completed","Industrials","Consumer Staples",,,,
"M&A",2010/11/15,"Kagiso Treasury Solutions Pty Ltd","IQuad Group Ltd",3.58,"Completed","Financials","Industrials",,85.628,,149.664
"M&A",2001/7/10,"Invescor Pty Ltd","Saambou Holdings Ltd",4.20,"Completed","Financials","Financials",,,,
"M&A",2011/5/18,"Fish On Line Pty Ltd","Lonrho Ltd",3.50,"Completed","Consumer Staples","Consumer Staples",,,,
"M&A",2000/5/31,"TA Securities South Africa Ltd","InsingerGilissen Bankiers NV",3.49,"Completed","N.A.","Financials",,,,
"M&A",2009/10/22,"Diamond Core Resources Ltd","Unnamed Buyer",3.71,"Completed","Materials","N.A.",,,325.478,
"INV",2018/10/11,"Sun Exchange Pty Ltd/The","Alphabit Digital Currency Fund",7.29,"Completed","Communications","Financials",,,,
"M&A",2012/11/7,"Isibaya Mining Resources Pty Ltd","Velox Energy Materials Inc",4.33,"Completed","Materials","Materials",,,,37.2879
"M&A",2000/4/7,"Nutrihealth International Ltd","Natural Health Holdings Ltd",3.28,"Completed","N.A.","Health Care",,83.612,,
"AST",1999/2/3,"Progressive Systems Natal CC","Vox Telecom Ltd",3.00,"Completed","N.A.","Communications",,,,
"INV",2009/7/7,"Maringo Communications Pty Ltd","Jasco Electronics Holdings Ltd",4.00,"Completed","Communications","Industrials",,673.343,,408.997
"AST",2007/10/10,"Fixed property","Protech Khuthele Holdings Ltd",3.40,"Completed","N.A.","Industrials",,974.501,,719.759
"M&A",2000/4/7,"IB Financial Services Pty Ltd","REF Finance and Investment Corp Ltd",3.25,"Completed","Financials","Financials",,2.831,,10.217
"M&A",2001/6/29,"Alacrity Financial Solutions Pty Ltd","Alacrity Financial Services Ltd",3.98,"Completed","Financials","Financials",,110.61,,70.63
"M&A",1999/9/14,"Rainmaker Public Relations","IG Communications Ltd",2.99,"Completed","N.A.","Communications",,2969.6,,4508.19
"M&A",2012/4/26,"International Diamond Consultants Ltd","Paragon Diamonds Ltd",3.84,"Completed","Materials","Materials",,,,609.705
"M&A",2000/1/31,"Logicon CC","Streamworks Group Ltd",3.10,"Completed","N.A.","N.A.",,10.961,,0.088
"M&A",2020/9/14,"Africibum Co Pty Ltd","Galileo Resources PLC",8.14,"Completed","Materials","Financials",,,,315.35
"M&A",2015/12/1,"Ngwedi Alternative Investment Managers Pty Ltd","Afristrat Investment Holdings",7.00,"Completed","Financials","Financials",,0.722,,705.664
"M&A",2000/2/22,"Commercial Integrated Transport Investments  Pty  Ltd","Venter Leisure & Commercial Trailers Ltd",3.05,"Completed","N.A.","Industrials",,51.233,,38.316
"M&A",2011/9/30,"Sky Absolut Auto Pty Ltd","Trust Co Ltd",3.83,"Completed","Consumer Discretionary","Consumer Discretionary",,6015.38,,7275.49
"AST",2019/11/1,"13 Starbucks stores","Unnamed Buyer",7.00,"Completed","Consumer Staples","N.A.",,,,
"INV",2016/11/22,"Delvv Pty Ltd","Private Investor,Havaic General Partners",6.50,"Completed","Technology","Financials",,,,
"M&A",1999/11/24,"F H Collier & Associates","iOCO Ltd",2.80,"Completed","N.A.","Technology",,5583.22,,2798.11
"M&A",2010/3/31,"MitonOptimal Group Ltd,Midas Capital Asset Management Pty Ltd","Private Investor,MitonOptimal International Ltd",3.31,"Completed","Financials, Financials","Financials",,,,
"INV",2009/12/18,"Premier Freight Pty Ltd","Sasfin Holdings Ltd",3.42,"Completed","Industrials","Financials",,1932.99,,12860.6
"AST",2001/8/1,"South African property","Murray & Roberts Holdings Ltd",3.71,"Completed","Real Estate","Industrials",,13452.4,,8160.3
"INV",2000/11/20,"Popufin Ltd","Vantaris Capital Fund Ltd",3.50,"Completed","N.A.","N.A.",,,,
"AST",2007/1/30,"Musefu Gold Project","Kore Potash PLC",3.28,"Completed","N.A.","Materials",,,,3478.5
"M&A",2007/5/15,"Molopo South Africa Exploration & Production Pty Ltd","Molopo Energy Ltd",3.10,"Completed","Energy","Energy",,,,100.105
"M&A",2001/1/24,"RRM Investment Holdings Ltd","Usat Trust Ltd",3.50,"Completed","Materials","N.A.",,,,
"AST",2008/7/7,"Admiral sportswear trademarks","Admiral IP Ltd",3.45,"Completed","N.A.","Industrials",,,,
"M&A",2001/5/15,"Pioneer Minerals Pty Ltd","New Hope Mining Pty Ltd",3.50,"Completed","Materials","Materials",,,,
"M&A",2000/11/8,"Video Options","Elvey Security Technologies Ltd",3.35,"Completed","Communications","Industrials",,,,
"M&A",2007/5/7,"Filterworks Pty Ltd","Litha Healthcare Group Ltd",3.00,"Completed","Health Care","Health Care",,1045.33,,1944.3
"AST",1999/6/14,"Hi-Fi Corporation","Profurn Ltd",2.60,"Completed","N.A.","Consumer Discretionary",,2719.63,,3497.23
"M&A",2009/6/10,"Mvela Phanda Construction Ltd,Contract Plumbing and Sanitation Ltd,P Gerolemou Construction Ltd","Basil Read Holdings Ltd",3.45,"Completed","Industrials, Industrials, Industrials","Industrials",,4581.14,,2748.98
"M&A",2016/4/14,"Kanhyhm Procurement Pty Ltd","ASA Resource Group PLC,Vital Profit Group Ltd",6.20,"Completed","Consumer Staples","Materials, Financials",,,,
"M&A",2006/2/7,"PSV Holdings Ltd/Old","PSV Holdings Ltd",2.63,"Completed","Industrials","Industrials",,237.533,,103.104
"M&A",2007/12/12,"Quantum Screening and Crushing Pty Ltd","Canaf Investments Inc",2.78,"Completed","Materials","Financials",,356.784,,224.737
"M&A",2005/6/2,"FSK Electronics Group","Tisec Ltd",2.81,"Completed","Industrials","Financials",,0.103,,0.415
"M&A",2015/7/23,"Micron Investments Pty Ltd","Gratomic Inc",5.02,"Completed","Materials","Materials",,,,379.632
"M&A",2002/11/20,"S&J Land Holdings Ltd","Partridge Investments Ltd",3.90,"Completed","Real Estate","Financials",0.807,,54.421,
"M&A",2006/5/3,"RentNet Rentals Pty Ltd","Alviva Holdings Ltd",2.43,"Completed","Technology","Consumer Discretionary",,23429.2,,9722.62
"INV",2017/8/29,"Pineapple Tech Pty Ltd","Hannover Rueck SE",5.20,"Completed","Technology","Financials",,557590,,1.39075e+06
"M&A",2024/11/26,"Deal Design Commercial Property & Business Broking Pty Ltd","Private Investor,HMF7 Pty Ltd",7.24,"Completed","Real Estate","Consumer Discretionary",,,,
"INV",2019/12/19,"Quasar Holdings Ltd","B90 Holdings PLC",5.65,"Completed","Technology","Technology",,144.368,,162.207
"M&A",2000/12/8,"Cutmaster Steel Pty Ltd","FE Squared Holdings Ltd",3.01,"Completed","Materials","Materials",,37.04,,
"AST",2013/8/26,"Kareevlei Diamond Project","BlueRock Diamonds plc",4.00,"Completed","N.A.","Materials",,159.591,,185.062
"M&A",1999/1/25,"Primatronic Systems CC","FrontRange Ltd",2.33,"Completed","N.A.","Technology",,409.482,,337.967
"INV",2008/12/23,"Ocneblok Properties Pty Ltd","Sebata Holdings Ltd",3.67,"Completed","Consumer Discretionary","Industrials",,33.149,,468.82
"AST",2001/1/24,"Brainware ILC Pty Ltd","Management Group",3.00,"Completed","Unclassifiable","N.A.",,,,
"AST",2001/7/12,"Peter Place ppty","Rand Leases Properties Ltd",3.15,"Completed","Real Estate","Real Estate",,27.574,,155.183
"M&A",2000/2/18,"EG Chapman Property Management Services  Proprietary  Ltd","Jigsaw Holdings Ltd/South Africa",2.40,"Completed","N.A.","Real Estate",,75.822,,87.212
"M&A",2004/4/28,"Futeni Collections Proprietary Ltd","Nictus Ltd",2.60,"Completed","Financials","Consumer Discretionary",,22.264,,1094.22
"INV",2005/12/15,"Mathomo Group Ltd","Mineworkers Investment Co",2.40,"Completed","Consumer Discretionary","Financials",402.753,2540.4,111.512,9932.2
"M&A",2007/11/6,"NS Consultancy","Coffey International Ltd",2.42,"Completed","Industrials","Industrials",,5312.54,,
"M&A",2011/12/22,"Erf 128/1 Hatfield Pty Ltd","Kairos Industrial Holdings Ltd",3.00,"Completed","Real Estate","Industrials",,,,
"AST",2016/9/26,"Medicines Control Council registered dossiers & related trademarks","Avid Brands Pty Ltd",5.00,"Completed","Health Care","Consumer Staples",,,,
"M&A",2004/4/29,"Sammy Q Properties Pty Ltd","Castle Rock Properties Pty Ltd",2.51,"Completed","Real Estate","Real Estate",,,,
"JV",2024/9/10,"Mbodla Investments Pty Ltd","",6.54,"Completed","Industrials","Materials, Financials",,,,
"M&A",2008/1/9,"Optocon Systems Pty Ltd","Etion Ltd",2.50,"Completed","Industrials","Technology",,,,512.325
"AST",2001/8/1,"Quality Engineering Services Pty Ltd","Sempres International Technology Holdings Ltd",2.89,"Completed","Industrials","Communications",,107.572,,
"INV",2025/8/15,"Street Wallet Pty Ltd","Private Investor",6.16,"Completed","Technology","N.A.",,,,
"INV",2002/4/11,"Transworld Energy & Minerals Resources SA Pty Ltd","Mineral Commodities Ltd",3.91,"Completed","Materials","Materials",,,,342.54
"AST",2004/8/17,"Head office building","Emerald Sky Trading 24 Pte Ltd",2.25,"Completed","N.A.","Real Estate",,,,
"INV",2009/8/28,"Private Co","Bonatla Property Holdings Ltd",2.69,"Completed","Energy","Real Estate",,7.648,,376.524
"M&A",2008/9/19,"M Ltd","Vast Resources PLC",2.72,"Completed","Unclassifiable","Materials",,8.82896,,435.604
"AST",2016/6/20,"Mama Chaka's business & brands","Gold Brands Investments Ltd",5.00,"Completed","Consumer Staples","Consumer Discretionary",,40.1682,,41.1051
"M&A",1999/12/31,"AMJ","Private Investor",2.04,"Completed","Technology","N.A.",,,,
"AST",2007/8/8,"Coffee Business and Brands","Conafex Holdings SA",2.30,"Completed","N.A.","Financials",,34.388,,43.507
"M&A",2013/10/1,"Driver Group Africa Pty","Diales PLC",3.30,"Completed","Industrials","Industrials",,1014.43,,521.979
"M&A",2010/9/17,"Export Credit Exchange Pty Ltd","IQuad Group Ltd",2.32,"Completed","Financials","Industrials",,85.628,,149.664
"INV",2025/8/25,"Sedibelo Platinum Mines Ltd","Traxys Lithium Investments Ltd",5.65,"Completed","Materials","Financials",2125.19,,3866.8,
"M&A",2014/11/18,"Pollux Investment Holdings Pty Ltd","Jubilee Metals Group PLC",3.50,"Completed","Materials","Materials",,356.779,,10005.5
"M&A",2003/5/8,"House of Busby Ltd/The","Consortium",2.28,"Completed","Consumer Discretionary","N.A.",,,,
"AST",2019/5/7,"Assets/Prodmark Pty Ltd","K2FLY Ltd",4.55,"Completed","Technology","Materials",,153.316,,228.006
"AST",2010/8/13,"Wynbring uranium project","Marmota Ltd",2.29,"Completed","N.A.","Materials",,1.52907,,273.698
"AST",2004/8/17,"2 properties","Andulela Investment Holdings Ltd",1.98,"Completed","N.A.","Financials",,1539.39,,714.472
"AST",2003/12/30,"Kramer ppty","Metboard Properties Ltd",2.00,"Completed","N.A.","Real Estate",,,,
"M&A",2020/7/20,"Sekaka Diamonds Exploration Pty Ltd","Botswana Minerals PLC",5.00,"Completed","Materials","Materials",,,,135.069
"INV",2020/10/7,"Franc Group Pty Ltd","Private Investor",5.00,"Completed","Technology","N.A.",,,,
"M&A",2017/2/18,"Moringa Cooperative Inc","Fiore Cannabis Ltd",3.93,"Completed","Consumer Staples","Consumer Staples",,37.1595,,219.642
"M&A",2000/3/24,"Lanlink CC","ISA Holdings Ltd",1.94,"Completed","N.A.","Technology",,127.887,,86.519
"M&A",2017/1/24,"A-Tek Distribution Ltd","Cyber Security 1 AB",3.95,"Completed","Consumer Discretionary","Technology",,746.207,,349.525
"AST",2008/7/9,"Botswana Uranium Project","Impact Minerals Ltd",2.26,"Completed","N.A.","Materials",,,,141.994
"M&A",2000/9/7,"*MISTAKE(Towles Edgar Jacobs Pty Ltd)","*MISTAKE(Texel International Ltd)",2.08,"Completed","N.A.","N.A.",,,,
"M&A",2006/7/27,"De Beers Tailings JV","Ubecorp Ltd",2.00,"Completed","N.A.","Materials",,,,4.2768
"M&A",2010/12/22,"Focus Coal Investments Pty Ltd","Xceed Resources Ltd",1.98,"Completed","Materials","Health Care",,,,308.159
"M&A",2005/10/6,"Bhenka Financial Services Pty Ltd","African Dawn Capital Ltd",1.88,"Completed","Financials","Financials",,15.435,,13.604
"M&A",2017/6/16,"Intact Software Distribution Pty Ltd","Cyber Security 1 AB",3.65,"Completed","Technology","Technology",,746.207,,349.525
"M&A",1999/7/30,"Peremba Nursery Sdn Bhd","Saujana Consolidated BHD",1.75,"Completed","N.A.","Consumer Discretionary",,145.631,,536.366
"AST",2004/12/6,"Toecap & Philipps rubber assets","Management Group",1.62,"Completed","N.A.","N.A.",,,,
"M&A",2000/9/14,"Brainware Consulting","Private Investor",2.00,"Completed","Industrials","N.A.",,,,
"M&A",2014/8/19,"Omina Supplies Pty Ltd","Mincon Group Plc",2.97,"Completed","Industrials","Industrials",,3002.27,,4009.09
"M&A",2026/7/10,"Southern Atlantic Cables Pty Ltd","South Ocean Holdings Ltd",4.53,"Completed","Industrials","Industrials",,2502.28,,1433.45
"M&A",2021/4/7,"ConexLink Pty Ltd","Telemasters Holdings Ltd",3.92,"Completed","Communications","Communications",,64.5461,,53.8002
"M&A",2002/3/15,"AfroCentric Investment Corp Ltd","Consortium",3.12,"Completed","Consumer Staples","N.A.",7358.39,,4180.45,
"M&A",2002/11/21,"Tradek Holdings Ltd","Northpark Trading 47 Pty Ltd",2.52,"Completed","Financials","Financials",31.801,,267.739,
"M&A",2004/1/21,"Unilogic Solutions Pty Ltd","Maximum Dynamics Inc",1.86,"Completed","Technology","Technology",,,,
"M&A",2006/3/14,"Capensis Proprietary Ltd","Cape Empowerment Ltd",1.59,"Completed","Financials","Industrials",,199.347,,449.946
"AST",2010/11/29,"Vlakplaats Coal Mine","Korea Resources Corp",1.80,"Completed","Materials","Financials",,,,67559.2
"M&A",2001/6/15,"Equip Securities Consultants Pty Ltd","Investment Solutions Holdings Ltd",2.00,"Completed","Financials","Financials",,428.173,,
"M&A",2007/10/17,"Motako Ltd","Central African Gold Ltd",1.71,"Completed","Materials","Materials",,12.0534,,128.015
"INV",2023/2/28,"Releaf","Plesion Capital",4.58,"Completed","Technology","Financials",,,,
"AST",2003/12/30,"Jetmin ppty","Unnamed Buyer",1.65,"Completed","Real Estate","N.A.",,,,
"M&A",2001/4/18,"Teleflorist SA","Private Investor",2.00,"Completed","Consumer Discretionary","N.A.",,,,
"M&A",2000/7/29,"Vox Telecom Ltd","Black Information Technology Consortium (Pty) Ltd",1.70,"Completed","Communications","N.A.",,,,
"AST",2000/11/1,"Ppty portfolio/Illovo","Rand Leases Properties Ltd",1.81,"Completed","N.A.","Real Estate",,27.574,,155.183
"AST",2001/7/24,"Mesbart ppty","ApexHi Properties Ltd",1.90,"Completed","Real Estate","Real Estate",,,,
"M&A",2010/2/25,"Monastery Holdings","Thabex Ltd",1.80,"Completed","Industrials","Materials",,0.409011,,19.0776
"AST",2003/12/30,"Otto Ppty","Unnamed Buyer",1.50,"Completed","Real Estate","N.A.",,,,
"INV",2018/6/12,"GoDoChurch","AngelHub Ventures Pty Ltd",3.00,"Completed","Technology","Financials",,,,
"AST",1999/5/21,"Kynoch Fertilizer Ltd","Norsk Hydro ASA",1.40,"Completed","N.A.","Materials",,358203,,342209
"M&A",2005/7/20,"Securipark Pty Ltd","Private Investor",1.50,"Completed","Industrials","N.A.",,,,
"M&A",2000/10/5,"Ressources Mandala SARL","New Frontier Ventures Inc",1.63,"Completed","Materials","Financials",,,,0.221367
"AST",2000/6/1,"Mawenzi Financial Services","Private Investor",1.50,"Completed","N.A.","N.A.",,,,
"M&A",2010/11/30,"Western Breeze Trading 23 Pty Ltd","Trust Co Ltd",1.50,"Completed","Consumer Discretionary","Consumer Discretionary",,6015.38,,7275.49
"M&A",2001/10/23,"Two Inc Consulting Pty Ltd","Cargo Carriers Ltd",2.00,"Completed","Technology","Industrials",,645.598,,763.061
"M&A",2015/5/25,"Prana Products Pty Ltd","BUKA INVESTMENTS LTD",2.53,"Completed","Consumer Staples","Consumer Discretionary",,19.004,,3.521
"M&A",2003/9/24,"Unilogic Solutions Pty Ltd","Maximum Dynamics Inc",1.46,"Completed","Technology","Technology",,,,
"M&A",2008/1/16,"Offline Digital Proprietary Ltd","DTH Dynamic Technology Holdings Ltd",1.40,"Completed","Technology","Technology",,,,
"AST",2013/9/26,"Marble Hall Tin Project In Limpopo Province","Bushveld Minerals Ltd",2.00,"Completed","N.A.","Materials",,3156.58,,4193.67
"AST",2006/9/26,"Exploration Project","Carlton Resources PLC",1.49,"Completed","N.A.","Materials",,,,4.09155
"AST",2025/1/30,"Warmbad Uranium Project/Namibia","Pioneer Minerals Ltd",3.54,"Completed","Materials","Materials",,,,54.7092
"M&A",2003/2/24,"Global Investment Planning Services Pty Ltd","Indequity Group Ltd",1.50,"Completed","Financials","Financials",,68.75,,59.828
"M&A",2013/11/25,"Southern African Nickel Ltd","URU Metals Ltd",1.86,"Completed","Materials","Materials",,,,2.03863
"INV",2006/7/18,"D1 Oils South Africa Pty Ltd","Neos Resources PLC",1.31,"Completed","Energy","Energy",,12.2895,,11.3769
"M&A",2006/12/15,"Steel Test Pty Ltd","Velosi Ltd",1.27,"Completed","Materials","Energy",,1544.09,,819.623
"INV",2001/5/16,"Cape Natural Tea Products Pty Ltd","Conafex Holdings SA",1.40,"Completed","Consumer Staples","Financials",,34.388,,43.507
"AST",2002/1/28,"Rustenburg black granite quarry","Dimension Resources Ltd",2.00,"Completed","N.A.","Materials",,,,0.275454
"INV",2015/10/1,"Yoco Technologies Pty Ltd","Private Investor,CRE Venture Capital",2.40,"Completed","Technology","Financials",,,,
"M&A",2000/8/30,"Khululeka Cash Loans","PSG Group Ltd",1.20,"Completed","N.A.","Financials",,7453,,26793
"INV",2011/3/18,"Sky Absolut Auto Pty Ltd","Trust Co Ltd",1.21,"Completed","Consumer Discretionary","Consumer Discretionary",,6015.38,,7275.49
"INV",2009/12/22,"Glenrand MIB Credit and Political Risk Consultants","Glenrand MIB Ltd",1.28,"Completed","Industrials","Financials",,545.666,,581.591
"AST",2003/7/24,"Widgiemooltha mining license","Mincor Resources NL",1.24,"Completed","N.A.","Materials",,357.334,,2524.63
"INV",2023/5/11,"enX Group Ltd","African Phoenix Investments Ltd",3.16,"Completed","Industrials","Financials",378.355,102.993,1554.24,1400.32
"AST",2000/7/13,"Kolonnade Shopping Centre","Vestacor Ltd",1.13,"Completed","N.A.","Financials",,82.317,,354.755
"M&A",2006/3/10,"Emergent Properties Ltd","Bevdev CC",1.02,"Completed","Real Estate","Financials",,,10.4648,
"M&A",2004/4/7,"Mountclarke Pty Ltd","Unnamed Buyer",1.02,"Completed","Materials","N.A.",,,,
"AST",1999/8/20,"Pentravel","Cullinan Holdings Ltd",0.97,"Completed","N.A.","Consumer Discretionary",,1005.52,,1302.05
"INV",2001/8/31,"Askari Mining & Equipment Ltd","Bauba Resources Ltd",1.35,"Completed","Materials","Materials",,277.1,,545.089
"INV",2014/7/1,"Yoco Technologies Pty Ltd","Private Investor,CRE Venture Capital",1.70,"Completed","Technology","Financials",,,,
"M&A",2002/6/19,"Ultimate Connection","UCS Eye Investments Ltd",1.60,"Completed","Technology","Technology",,,,
"M&A",2000/7/13,"Walmer Park Shopping Centre","Vestacor Ltd",1.06,"Completed","N.A.","Financials",,82.317,,354.755
"INV",2004/11/30,"Health In Form Pty Ltd","Arovella Therapeutics Ltd",0.90,"Completed","Health Care","Health Care",,1.59981,,251.621
"M&A",2003/5/22,"Impro Systems Pty Ltd","Blick PLC",1.20,"Completed","Industrials","Financials",,915.614,,806.628
"INV",2017/7/1,"Vumatel Pty Ltd","Stockdale Street Ltd",2.00,"Completed","Technology","Financials",,,,
"INV",2009/8/4,"Excellerate Investment Holdings Pty Ltd","Excellerate Holdings Ltd",1.20,"Completed","Financials","Consumer Staples",,792.052,,636.692
"M&A",2000/4/7,"Body Science Health Products Pty Ltd","Natural Health Holdings Ltd",1.00,"Completed","N.A.","Health Care",,83.612,,
"M&A",2006/8/15,"Nyala Resources Pty Ltd","Paramount Mining Corp Ltd",1.04,"Completed","Materials","Materials",,,,
"M&A",1999/12/9,"Promra CC","Planit Technology Holdings Ltd",0.93,"Completed","N.A.","Technology",,21.29,,93.061
"INV",2001/4/26,"MillionAir Charter Ltd","Consortium",1.22,"Completed","Industrials","N.A.",94.144,,66.123,
"AST",2004/2/25,"Sanlam Centre Pinetown","SA Retail Properties Ltd",0.95,"Completed","N.A.","Real Estate",,296.704,,1977.47
"AST",2000/7/28,"Absolute Systems (Pty) Ltd","Cycad Financial Holdings Ltd",1.00,"Completed","N.A.","Financials",,-32.933,,30.907
"AST",2000/4/7,"Panama Telecomms & Technologgy Cos","REF Finance and Investment Corp Ltd",0.93,"Completed","N.A.","Financials",,2.831,,10.217
"M&A",2001/10/1,"A-ON Systems Furniture Proprietary Ltd","Poh Huat Resources Holdings BHD",1.29,"Completed","Consumer Discretionary","Consumer Discretionary",,1727.29,,2307.45
"M&A",2003/10/15,"Alacrity Financial Services Ltd","Pamodzi Ukuvikela Investments Pty Ltd",0.99,"Completed","Financials","Financials",110.61,,70.63,
"M&A",2000/11/16,"Nota Bene Media Planning Agency Pty Ltd","Tempus Group Ltd",1.05,"Completed","Unclassifiable","Communications",,,,2058.53
"SPIN",2019/3/15,"Southern Sun Ltd","Shareholders",1.94,"Completed","Real Estate","Consumer Discretionary",7190, ,14339, 
"INV",2000/2/4,"Queensgate Hotel and Leisure Ltd","Africainternet Corp",0.84,"Completed","Consumer Discretionary","N.A.",121.011,,457.958,
"M&A",1999/7/6,"Murchison United Zambia Ltd","BOS Global Holdings NL",0.81,"Completed","N.A.","Technology",,,,0.512572
"AST",2000/7/13,"Northgate Shopping Centre","Vestacor Ltd",0.90,"Completed","N.A.","Financials",,82.317,,354.755
"M&A",2019/12/18,"Tectonic South Africa Pty Ltd","Kazera Global PLC",1.87,"Completed","Materials","Financials",,,,140.165
"AST",2009/12/4,"Nassile Gold Project","Cassidy Gold Corp",0.97,"Completed","Materials","Materials",,24.7832,,28.2303
"INV",2017/9/14,"Kalahari Key Mineral Exploration Pty Ltd","BrandShield Systems PLC",1.71,"Completed","Materials","Technology",,104.751,,187.109
"INV",2009/6/1,"ITS Holdings Pty Ltd","AdaptIT Holdings Ltd",1.00,"Completed","Financials","Technology",,1571.77,,1714.33
"INV",2017/3/31,"Advanced Agricultural Holdings Pty Ltd","Block Commodities Ltd",1.68,"Completed","Materials","Materials",,,,42.2489
"M&A",2002/4/19,"3 Maxtec subsidiaries","Private Investor",1.35,"Completed","N.A.","N.A.",,,,
"INV",2016/11/3,"Dynamic Intertrade Agri Ltd","Everest Global PLC",1.61,"Completed","Consumer Staples","Financials",,13.391,,55.0451
"M&A",2012/11/2,"New Africa Investments Ltd","Primedia Pty Ltd",1.02,"Completed","Financials","Communications",,,39.023,
"AST",1999/12/10,"Goldmine.com","FrontRange Ltd",0.69,"Completed","N.A.","Technology",,409.482,,337.967
"AST",2000/10/12,"Y2 Profit Investments (Pty) Ltd","Private Investor",0.79,"Completed","N.A.","N.A.",,,,
"INV",2006/7/25,"Comair Ltd","Thelo Aviation Investments,Lefa Group Holdings,Golden Dividend,DEC Investment Holding Co,White Sail Investments",0.74,"Completed","Industrials","Financials, Financials, Financials, Financials, Financials",7125.64,,8146.76,
"INV",2022/8/16,"PixelBlue Innovations","Private Investor,Capacitech Pty Ltd",1.70,"Completed","Consumer Discretionary","Financials",,,,
"M&A",2000/8/24,"Vox Telecom Ltd","Black Information Technology Consortium (Pty) Ltd",0.69,"Completed","Communications","N.A.",,,,
"M&A",2009/1/31,"Boseng Pty Ltd","Distribution and Warehousing Network Ltd",1.00,"Completed","Materials","Consumer Discretionary",,3478.63,,1222.27
"AST",2002/9/5,"Personal loan book","African Phoenix Investments Ltd",1.00,"Completed","N.A.","Financials",,102.993,,1400.32
"INV",1999/6/22,"Gem Diamond Mining Corp Ltd","Tokyo Sexwale",0.55,"Completed","Materials","N.A.",22.356,,,
"INV",2010/6/30,"Flawless Diamond Trading House","Rockwell Diamonds Inc",0.70,"Completed","Materials","Materials",,,,0.234374
"M&A",2004/12/1,"Bonatla Property Holdings Ltd","Dream World Investments 158 Pty Ltd",0.52,"Completed","Real Estate","Financials",7.648,,376.524,
"M&A",2004/3/9,"iSecure Pty Ltd/South Africa","ISA Holdings Ltd",0.57,"Completed","Technology","Technology",,127.887,,86.519
"M&A",1999/12/8,"Call 9 Pty Ltd","National Sporting Index Ltd",0.53,"Completed","N.A.","Consumer Discretionary",,112.268,,6.878
"M&A",2021/5/13,"CNA Holdings Pty Ltd","Astoria Investments Ltd",1.20,"Completed","Consumer Discretionary","Financials",,-174.892,,730.957
"INV",2018/4/11,"Mafami Pty Ltd","Havaic General Partners",1.00,"Completed","Technology","Financials",,,,
"M&A",2006/3/27,"Apply IT Pty Ltd","AdaptIT Holdings Ltd",0.50,"Completed","Technology","Technology",,1571.77,,1714.33
"AST",1999/6/18,"Pro Shop/The","Moresport Holdings Ltd",0.48,"Completed","N.A.","Consumer Discretionary",,520.01,,302.782
"AST",2005/7/31,"7 sulphide nickel projects","Braemore Resources Ltd",0.50,"Completed","N.A.","Materials",,51.2993,,665.496
"AST",2012/12/14,"PWC Musgrave Building","SA Corporate Real Estate Ltd",0.65,"Completed","N.A.","Real Estate",,2922.45,,21463.5
"M&A",2000/9/8,"Alligator SARL","HPQ Silicon Inc",0.52,"Completed","Materials","Materials",,,,522.293
"INV",2000/12/13,"Meyers Metal Works PTY Ltd","Andulela Investment Holdings Ltd",0.54,"Completed","Consumer Discretionary","Financials",,1539.39,,714.472
"INV",2019/9/12,"Digemy","Greenwold Capital LLC",1.00,"Completed","Technology","Financials",,,,
"INV",2019/10/24,"Dx Digital Africa Pty Ltd","Private Investor",1.00,"Completed","Technology","N.A.",,,,
